match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,momentum_value_diff,momentum_value_diff_cumsum,performance_diff_cumsum
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:15:16,2,6,91,0,1,3,2,30,30,2,2,2,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.781,8.749,1,84,B,NCTL,D,-0.000342632,-0.337414786,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:16:02,2,6,92,0,1,3,2,30,40,2,1,2,40,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.068,5.941,1,124,BW,CTL,D,-0.000342632,-0.337757418,0.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:16:45,2,7,93,0,1,3,3,0,0,1,2,1,41,52,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.137,24.886,7,109,B,NCTL,ND,0.169764682,-0.167992736,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:17:34,2,7,94,0,1,3,3,15,0,1,1,1,42,52,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.927,70.53,11,129,W,NCTL,ND,-0.000342632,-0.168335368,1.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:18:29,2,7,95,0,1,3,3,30,0,1,2,1,43,52,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.749,7.248,3,100,BC,NCTL,ND,-0.000342632,-0.168678,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:19:11,2,7,96,0,1,3,3,40,0,1,1,1,44,52,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0.879,1,119,W,CTL,,0.167197955,-0.001480045,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:21:22,2,8,97,0,1,4,3,0,0,2,2,2,44,53,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.209,8.91,3,104,BW,NCTL,ND,-0.000342632,-0.001822677,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:22:31,2,8,98,0,1,4,3,0,15,2,1,1,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.513,40.412,12,115,C,NCTL,ND,-0.000342632,-0.002165309,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:23:20,2,8,99,0,1,4,3,15,15,2,2,2,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.813,32.302,9,91,C,NCTL,ND,-0.000342632,-0.002507941,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:24:23,2,8,100,0,1,4,3,15,30,2,2,2,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.188,8.947,3,88,B,NCTL,D,-0.000342632,-0.002850573,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:25:13,2,8,101,0,1,4,3,15,40,2,2,2,45,56,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.991,3.844,1,91,BC,NCTL,D,-0.173539494,-0.176390067,1.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:26:03,2,9,102,0,1,4,4,0,0,1,1,2,45,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.136,7.151,2,124,C,NCTL,ND,-0.173539494,-0.34992956,0.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:26:31,2,9,103,0,1,4,4,0,15,1,2,1,46,57,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.813,24.744,7,108,C,NCTL,ND,-0.000342632,-0.350272192,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:28:01,2,9,104,0,1,4,4,15,15,1,1,1,47,57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555,4.901,1,116,W,CTL,D,0.167197955,-0.183074238,1.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:28:26,2,9,105,0,1,4,4,30,15,1,1,1,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.445,27.729,5,114,C,NCTL,ND,-0.000342632,-0.18341687,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:29:17,2,9,106,0,1,4,4,40,15,1,2,1,49,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.039,5.74,1,109,W,CTL,ND,-0.000342632,-0.183759502,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:31:34,2,10,107,0,1,5,4,0,0,2,1,1,50,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.818,8.185,2,125,C,CTL,D,0.173643091,-0.010116411,2.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:32:06,2,10,108,0,1,5,4,15,0,2,1,2,50,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,22.897,21.393,5,119,C,NCTL,ND,-0.344463946,-0.354580357,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:32:50,2,10,109,0,1,5,4,15,15,2,1,2,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.314,9.701,3,109,W,NCTL,ND,-0.000342632,-0.354922989,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:33:21,2,10,110,0,1,5,4,15,30,2,1,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.111,23.964,8,115,C,NCTL,ND,-0.000342632,-0.355265621,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:35:06,2,10,111,0,1,5,4,30,30,2,1,2,51,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.433,8.411,3,113,BW,NCTL,ND,-0.173539494,-0.528805115,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:35:40,2,10,112,0,1,5,4,30,40,2,1,1,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698,11.503,4,123,BW,NCTL,ND,-0.000342632,-0.529147747,2.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:36:21,2,10,113,0,1,5,4,40,40,2,1,2,52,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.149,41.892,13,115,BW,NCTL,ND,-0.173539494,-0.702687241,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:37:19,2,10,114,0,1,5,4,40,AD,2,2,2,52,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.282,51.118,9,85,B,NCTL,D,-0.000342632,-0.703029873,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:38:38,2,11,115,0,1,5,5,0,0,1,2,2,52,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.082,12.785,4,106,BW,NCTL,D,-0.173539494,-0.876569366,1.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:39:23,2,11,116,0,1,5,5,0,15,1,2,1,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.171,77.904,15,101,BW,NCTL,ND,-0.000342632,-0.876911998,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:40:32,2,11,117,0,1,5,5,15,15,1,1,1,54,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.185,5.147,1,110,W,CTL,D,-0.000342632,-0.87725463,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:41:01,2,11,118,0,1,5,5,30,15,1,1,1,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423,2.431,1,132,B,NCTL,D,-0.000342632,-0.877597262,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:41:28,2,11,119,0,1,5,5,40,15,1,1,1,56,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,11.333,1,126,C,CTL,ND,-0.000342632,-0.877939894,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:43:24,2,12,120,0,1,6,5,0,0,2,1,2,56,64,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.376,15.557,5,122,C,CTL,ND,-0.000342632,-0.878282526,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:44:03,2,12,121,0,1,6,5,0,15,2,2,1,57,64,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.01,7.658,0,,C,CTL,ND,0.336603383,-0.541679143,3.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:45:02,2,12,122,0,1,6,5,15,15,2,2,2,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.405,3.63,1,103,BW,NCTL,D,-0.000342632,-0.542021775,2.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:45:46,2,12,123,0,1,6,5,15,30,2,1,1,58,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.365,26.817,8,122,C,NCTL,D,0.173643091,-0.368378685,3.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:46:31,2,12,124,0,1,6,5,30,30,2,1,2,58,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.863,8.984,1,123,C,NCTL,D,-0.000342632,-0.368721317,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:46:59,2,12,125,0,1,6,5,30,40,2,1,2,58,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.221,4.985,1,121,C,NCTL,D,-0.000342632,-0.369063949,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:47:38,2,13,126,0,1,6,6,0,0,1,2,2,58,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.221,19.372,4,106,BC,NCTL,D,-0.173539494,-0.542603442,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:48:37,2,13,127,0,1,6,6,0,1,2,1,2,58,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.208,9.977,1,118,C,NCTL,D,-0.000342632,-0.542946075,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:49:07,2,13,128,0,1,6,6,0,2,2,1,2,58,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.534,5.259,1,124,C,NCTL,ND,-0.000342632,-0.543288707,1.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:49:43,2,13,129,0,1,6,6,0,3,1,1,1,59,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906,7.066,1,128,W,CTL,D,-0.000342632,-0.543631339,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:50:07,2,13,130,0,1,6,6,1,3,1,1,1,60,70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.917,1,109,W,CTL,,0.167197955,-0.376433384,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:50:45,2,13,131,0,1,6,6,2,3,2,1,1,61,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.479,7.601,2,123,W,CTL,ND,0.173643091,-0.202790293,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:51:49,2,13,132,0,1,6,6,3,3,2,1,2,61,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.206,13.676,5,122,C,NCTL,ND,-0.000342632,-0.203132925,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:52:29,2,13,133,0,1,6,6,3,4,1,2,1,62,71,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.205,9.965,3,101,W,CTL,ND,-0.000342632,-0.203475557,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:53:15,2,13,134,0,1,6,6,4,4,1,1,1,63,71,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.102,57.632,13,128,C,NCTL,ND,-0.000342632,-0.203818189,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:54:58,2,13,135,0,1,6,6,5,4,2,2,2,63,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.692,21.44,5,112,BC,NCTL,ND,-0.000342632,-0.204160821,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:56:00,2,13,136,0,1,6,6,5,5,2,1,2,63,73,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.398,56.597,17,121,C,NCTL,D,-0.000342632,-0.204503453,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:57:02,2,13,137,0,1,6,6,5,6,1,1,1,64,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.045,10.921,3,120,W,NCTL,D,0.173643091,-0.030860363,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:58:15,2,13,138,0,1,6,6,6,6,1,2,1,65,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.338,11.191,3,97,BC,CTL,ND,0.173643091,0.142782728,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:59:06,2,13,139,0,1,6,6,7,6,2,1,1,66,73,1,1,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.329,5.955,2,118,W,CTL,D,-0.000342632,0.142440096,3.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:02:01,3,1,140,1,1,0,0,0,0,2,1,1,67,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.737,7.867,2,106,W,CTL,D,0.173643091,0.173643091,0.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:02:31,3,1,141,1,1,0,0,15,0,2,1,2,67,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.376,52.512,13,121,W,NCTL,D,-0.173539494,0.000103597,0.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:03:20,3,1,142,1,1,0,0,15,15,2,1,2,67,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161,4.586,1,110,W,CTL,,-0.167313837,-0.16721024,-0.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:04:02,3,1,143,1,1,0,0,15,30,2,1,1,68,75,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.503,16.386,6,123,W,NCTL,ND,-0.000342632,-0.167552872,0.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:04:40,3,1,144,1,1,0,0,30,30,2,1,1,69,75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,61.566,40.594,10,109,W,CTL,ND,0.169764682,0.00221181,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:05:29,3,1,145,1,1,0,0,40,30,2,2,2,69,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.133,5.221,1,91,W,CTL,D,-0.335050879,-0.332839068,0.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:06:14,3,1,146,1,1,0,0,40,40,2,1,1,70,76,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.155,39.991,12,125,B,NCTL,ND,-0.000342632,-0.333181701,1.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:07:43,3,1,147,1,1,0,0,AD,40,2,2,1,71,76,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,17.37,16.764,4,83,B,NCTL,ND,0.338486123,0.005304423,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:09:21,3,2,148,1,1,1,0,0,0,1,1,2,71,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.852,81.82,18,113,BW,NCTL,,-0.173539494,-0.168235071,1.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:10:13,3,2,149,1,1,1,0,0,15,1,1,1,72,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,8.534,1,120,C,NCTL,ND,-0.000342632,-0.168577703,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:10:37,3,2,150,1,1,1,0,15,15,1,1,1,73,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.728,7.153,1,120,BC,CTL,D,-0.000342632,-0.168920335,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:11:03,3,2,151,1,1,1,0,30,15,1,2,1,74,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.798,9.835,3,91,BW,NCTL,D,0.173643091,0.004722756,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:11:49,3,2,152,1,1,1,0,40,15,1,2,2,74,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.795,20.948,4,96,B,NCTL,D,-0.173539494,-0.168816738,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:12:32,3,2,153,1,1,1,0,40,30,1,1,1,75,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.943,9.73,1,126,B,NCTL,ND,-0.000342632,-0.16915937,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:13:01,3,3,154,1,1,2,0,0,0,2,1,2,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.689,4.021,1,120,C,NCTL,ND,-0.000342632,-0.169502002,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:13:21,3,3,155,1,1,2,0,0,15,2,1,1,76,79,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,59.146,47.871,16,120,W,NCTL,D,0.169764682,0.00026268,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:14:16,3,3,156,1,1,2,0,15,15,2,1,1,77,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.259,21.156,6,120,C,NCTL,D,0.173643091,0.173905771,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:14:54,3,3,157,1,1,2,0,30,15,2,2,2,77,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50.638,36.217,11,101,BW,CTL,ND,-0.171267084,0.002638686,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:16:00,3,3,158,1,1,2,0,30,30,2,1,2,77,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.845,5.871,1,115,W,CTL,D,-0.000342632,0.002296054,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:16:45,3,3,159,1,1,2,0,30,40,2,2,2,77,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.171,4.287,1,109,BC,NCTL,ND,-0.000342632,0.001953422,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:19:00,3,4,160,1,1,2,1,0,0,1,1,1,78,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.011,77.318,11,115,W,CTL,ND,0.173643091,0.175596513,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:19:40,3,4,161,1,1,2,1,15,0,1,1,2,78,83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.308,12.899,2,114,C,NCTL,ND,-0.173539494,0.002057019,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:20:07,3,4,162,1,1,2,1,15,15,1,1,2,78,84,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.465,16.482,4,113,BC,NCTL,ND,-0.173539494,-0.171482475,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:20:41,3,4,163,1,1,2,1,15,30,1,2,2,78,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.253,33.692,10,102,BW,NCTL,ND,-0.173539494,-0.345021968,0.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:21:37,3,4,164,1,1,2,1,15,40,1,2,1,79,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30.944,34.291,9,102,BC,NCTL,ND,0.334548774,-0.010473195,0.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:22:32,3,4,165,1,1,2,1,30,40,1,2,1,80,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.526,1.532,1,112,BC,NCTL,,0.160563051,0.150089856,1.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:23:42,3,4,166,1,1,2,1,40,40,1,2,1,81,85,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.614,10.625,3,97,C,NCTL,ND,0.169764682,0.319854538,1.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:24:29,3,4,167,1,1,2,1,AD,40,1,1,1,82,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867,6.42,1,128,C,NCTL,D,-0.000342632,0.319511906,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:26:08,3,5,168,1,1,3,1,0,0,2,1,1,83,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.662,11.26,2,109,W,NCTL,,-0.000342632,0.319169274,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:26:35,3,5,169,1,1,3,1,15,0,2,2,2,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,5.121,1,109,BC,NCTL,D,-0.000342632,0.318826642,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:27:11,3,5,170,1,1,3,1,15,15,2,2,2,83,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.628,10.26,3,87,BC,NCTL,D,-0.000342632,0.31848401,1.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:28:31,3,5,171,1,1,3,1,15,30,2,2,2,83,88,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.347,20.587,5,84,BW,NCTL,ND,-0.171267084,0.147216926,1.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:29:41,3,5,172,1,1,3,1,15,40,2,2,1,84,88,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14.057,10.284,4,92,C,NCTL,ND,0.169764682,0.316981608,2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:30:22,3,5,173,1,1,3,1,30,40,2,1,1,85,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.594,9.202,2,118,BW,NCTL,ND,0.173643091,0.490624698,2.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:30:52,3,5,174,1,1,3,1,40,40,2,2,2,85,89,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.528,5.6,3,98,C,NCTL,ND,-0.171267084,0.319357614,2.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:31:32,3,5,175,1,1,3,1,40,AD,2,2,1,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.295,41.442,12,93,B,NCTL,ND,-0.000342632,0.319014982,2.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:32:34,3,5,176,1,1,3,1,40,40,2,1,2,86,90,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.711,22.401,9,110,W,CTL,ND,-0.000342632,0.31867235,2.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:33:15,3,5,177,1,1,3,1,40,AD,2,1,1,87,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.179,9.529,2,115,BW,CTL,ND,0.173643091,0.49231544,3
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:34:06,3,5,178,1,1,3,1,40,40,2,1,1,88,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.06,8.731,2,120,C,NCTL,D,0.173643091,0.665958531,3.6
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:34:44,3,5,179,1,1,3,1,AD,40,2,1,2,88,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.133,17.896,5,122,C,NCTL,D,-0.161854017,0.504104514,3.2
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:35:17,3,5,180,1,1,3,1,40,40,2,2,2,88,92,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.597,19.454,7,105,B,NCTL,ND,-0.000342632,0.503761882,2.8
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:36:24,3,5,181,1,1,3,1,40,AD,2,1,1,89,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.92,13.841,4,109,C,NCTL,ND,0.173643091,0.677404972,3.4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:38:07,3,5,182,1,1,3,1,40,40,2,2,1,90,92,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.841,3.234,0,,W,CTL,ND,0.336603383,1.014008355,4
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2:38:49,3,5,183,1,1,3,1,AD,40,2,1,2,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26.683,28.15,7,118,W,NCTL,D,-0.161854017,0.852154338,3.6
