match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,ServeWidth,ServeDepth,ReturnDepth,ace_diff,double_diff,unf_diff,net_diff,break_won_diff,break_missed_diff,ace_diff_cumsum,double_diff_cumsum,unf_diff_cumsum,net_diff_cumsum,break_won_diff_cumsum,break_missed_diff_cumsum,swing
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0462268518518519,2,3,111,0,1,1,1,40,0,1,1,1,55,56,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,1.143,1,97,W,CTL,,1,0,0,0,0,0,1,1,-1,1,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0498611111111111,2,4,117,0,1,2,1,30,40,2,1,2,57,60,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.473,20.455,5,102,W,CTL,D,0,0,0,0,0,0,1,1,-1,1,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0512384259259259,2,5,121,0,1,2,2,0,40,1,2,2,57,64,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.772,0.904,0,0,B,CTL,,0,1,1,0,-1,0,1,2,1,0,-1,0,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0537037037037037,2,6,125,0,1,2,3,0,40,2,2,2,57,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102,4.107,1,84,BW,NCTL,D,0,0,0,0,0,0,0,2,1,-1,-1,0,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0555208333333333,2,7,130,0,1,2,4,40,15,1,1,1,61,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.547,4.135,1,97,BW,NCTL,D,0,0,0,0,0,0,0,2,0,-2,-1,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0618634259259259,2,8,140,0,1,3,4,AD,40,2,2,1,67,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.223,22.526,6,84,B,NCTL,ND,0,0,0,0,1,0,-1,1,-1,-1,0,0,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0649768518518519,2,9,148,0,1,4,4,AD,40,1,2,1,72,76,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.88,3.93,1,77,BW,NCTL,D,0,0,-1,0,0,0,-1,1,-2,-1,0,-1,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0681365740740741,2,10,154,0,1,5,4,40,30,2,2,1,76,78,1,1,0,0,1,0,B,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.257,4.927,2,89,BW,NCTL,D,0,0,0,0,1,0,-1,1,-4,-2,1,-1,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0719791666666667,3,1,159,1,1,0,0,40,15,1,2,1,80,79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.474,3.391,1,76,C,NCTL,ND,0,0,-1,0,0,0,0,0,-2,0,0,0,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0738888888888889,3,2,163,1,1,1,0,0,40,2,1,2,80,83,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.942,1,115,W,CTL,,-1,0,0,0,0,0,-1,0,-1,-1,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0750347222222222,3,3,167,1,1,1,1,40,0,1,1,1,84,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687,6.71,1,105,C,CTL,ND,0,0,0,0,0,0,-1,0,-2,-1,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0782638888888889,3,4,173,1,1,2,1,30,40,2,1,2,86,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.603,10.796,3,107,B,NCTL,ND,0,0,0,0,0,0,-1,0,-2,-1,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0801851851851852,3,5,179,1,1,2,2,40,30,1,1,1,90,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975,6.62,1,105,C,CTL,D,0,0,0,0,0,0,-1,0,-2,0,0,0,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0873611111111111,3,6,193,1,1,3,2,AD,40,2,1,1,98,95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38.129,34.37,10,114,W,NCTL,ND,0,0,-1,0,1,0,-1,0,-7,-1,1,2,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0893981481481481,3,7,198,1,1,4,2,40,15,1,2,1,102,96,1,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008,18.142,5,78,BC,NCTL,ND,0,0,0,0,0,0,-1,0,-9,-1,1,2,0.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0941087962962963,3,8,208,1,1,5,2,40,AD,2,2,2,106,102,2,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,7.712,3,84,B,NCTL,ND,0,0,0,0,0,0,-2,-1,-11,-1,1,4,1.0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0966550925925926,3,9,214,1,1,5,3,40,30,1,1,1,110,104,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0.929,1,103,W,CTL,,1,0,0,0,0,0,-1,-1,-11,-1,1,4,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.002662037037037,1,1,6,0,0,0,0,30,40,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.882,5.864,1,108,C,CTL,ND,0,0,0,0,0,0,0,0,1,-1,0,0,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0045717592592592,1,2,12,0,0,0,1,30,40,1,1,2,4,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,28.77,60.995,8,93,W,CTL,ND,0,0,1,0,-1,0,0,0,2,-1,-1,-1,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0090162037037037,1,3,24,0,0,0,2,AD,40,2,2,1,11,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,18.107,14.909,4,80,C,NCTL,ND,0,0,-1,0,1,0,0,0,-1,-2,0,0,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0158217592592593,1,4,38,0,0,1,2,AD,40,1,1,1,19,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.744,19.043,7,98,B,NCTL,ND,0,0,-1,0,0,0,0,0,-3,-1,0,-4,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.017662037037037,1,5,43,0,0,2,2,15,40,2,2,2,20,23,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95,14.543,5,87,C,CTL,ND,0,0,0,0,0,0,-1,0,-3,0,0,-4,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0199074074074074,1,6,47,0,0,2,3,0,40,1,1,2,20,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24.522,36.059,6,93,C,NCTL,D,0,0,0,0,-1,0,-1,0,-1,0,-1,-4,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0211921296296296,1,7,51,0,0,2,4,40,0,2,1,1,24,27,1,0,0,0,1,0,F,0,0,0,0,1,0,1,0,1,0,1,0,0,0,24.172,20.7,6,102,C,NCTL,ND,0,0,0,1,1,0,-1,0,-2,1,0,-4,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0240509259259259,1,8,56,0,0,3,4,40,15,1,1,1,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.899,7.398,1,112,W,NCTL,ND,0,0,0,0,0,0,-1,0,-3,2,0,-4,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0258680555555556,1,9,61,0,0,4,4,40,15,2,1,1,32,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22.988,14.377,4,92,W,CTL,ND,0,0,-1,0,1,0,-1,0,-7,2,1,-4,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0279166666666667,1,10,65,0,0,5,4,40,0,1,1,1,36,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.467,9.971,1,106,BW,NCTL,ND,0,0,0,0,0,0,-1,0,-9,2,1,-4,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0322106481481481,2,1,71,1,0,0,0,40,30,2,1,1,40,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15.046,10.778,2,103,C,NCTL,ND,0,0,-1,0,1,0,0,0,-4,-1,1,0,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0357986111111111,2,2,81,1,0,1,0,40,AD,1,1,2,44,37,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,57.146,60.988,10,96,W,NCTL,ND,0,0,0,-1,-1,0,0,1,-4,-3,0,-1,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0377199074074074,2,3,85,1,0,1,1,0,40,2,1,2,44,41,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.098,6.792,3,105,BW,NCTL,ND,0,0,0,0,0,0,0,1,-4,-3,0,-1,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0409722222222222,2,4,91,1,0,1,2,30,40,1,1,2,46,45,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14.031,24.205,4,110,C,NCTL,D,0,0,1,0,-1,0,0,1,-3,-3,-1,-1,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0431828703703704,2,5,97,1,0,1,3,40,30,2,1,1,50,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,56.564,50.167,12,104,C,NCTL,D,0,0,0,0,1,0,0,1,-3,-3,0,-1,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0468171296296296,2,6,103,1,0,2,3,40,30,1,1,1,54,49,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.211,54.192,9,101,BW,CTL,D,0,0,0,1,0,0,0,2,-5,-3,0,-1,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0491782407407407,2,7,109,1,0,3,3,30,40,2,1,2,56,53,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.515,14.328,5,90,C,NCTL,ND,0,0,0,0,0,0,0,2,-5,-4,0,-1,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0513425925925926,2,8,114,1,0,3,4,40,15,1,2,1,60,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.223,6.962,1,77,BC,NCTL,D,0,0,-1,0,0,0,0,3,-5,-4,0,-1,1.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0531597222222222,2,9,120,1,0,4,4,40,30,2,2,1,64,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,17.062,14.132,4,74,B,NCTL,ND,0,0,-1,0,1,0,0,3,-9,-6,1,-1,0.0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0558796296296296,2,10,125,1,0,5,4,40,15,1,1,1,68,57,1,1,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.288,16.913,5,106,C,NCTL,ND,0,0,0,1,0,0,0,4,-9,-4,1,-1,0.0
